article_id,title,abstract_ar,authors,authors_en,general_field,publish_date,page1,page2,source,path,keywords
210,,,,,Agricultural,,"المجله المصريه للتربيه العلميه المجلد الخامس والعشرون العدد الرابع اكتوبر AYO YY 
فلسفه بناء المنهج متعدد التنخصصات(اكتشف) واثره في
تنميه مهارات استخدام التقويم البديل والاتجاه نحو حركات
اصلاح مناهج العلوم واداء تلاميذهم
اعداد
د/ سماح احمد حسين محمد
مدرس المناهج وطرق تدريس العلوم (الكيمياء)
كليه التربيه- جامعه اسيوط
samah.mohamed1 @ edu.aun.edu.eg 
رقم الايداع: 481 ؟ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه
AY","المجله المصريه للتربيه العلميه المجلد الخامس والعشرون العدد الرابع اكتوبر AYO YY 
برنامج تدريبي مقترح لمعلمي المرحله الابتدائيه قائم علي فلسفه بناء
المنهج متعدد التخصصات(اكتشف) واثره في تنميه مهارات استخدام
ay sitll البديل والاتجاه نحو حركات اصلاح مناهج العلوم واداء تلاميذهم
د/ daa) Clow حسين محمد *
المستخلص:
علي تنميه مهارات استخدم التقويم hall والاتجاه نحو حركات اصلاح تعلم
العلوم, وقياس اثر ذلك علي اداء cadre واعتمد البحث المنهج التجريبي ذو
التصميم القائم علي المجموعه الواحده والتي تكونت من Lies )١15( وعلي
التصميم ذو المجموعتين الضابطه والتجريبيه لقياس اداء عينه( )١ تلميذا باداره
اسيوط التعليميه وتضمنت ادوات البحث بطاقه ملاحظه مهارات استخدام المعلمين
للتقويم البديل ومقياس اتجاه المعلمين نحو حركات اصلاح التعليم ومقياس تقدير
ثم تطبيق ادوات البحث cae وقد اظهرت نتائج البحث وجود فروق GIS دلاله
احصائيه بين متوسطات درجات معلمي المرحله الابتدائيه في التطبيقين القبلي
والبعدي في كل من مقياس الاتجاه وبطاقه ملاحظه مهارات استخدام التفويم البديل
لصالح التطبيق البعدي, ووجود فرق دال احصائيا بين متوسطي درجات تلاميذ
المجموعتين التجريبيه( تلاميذ المعلمين المتدربين) والضابطه في التطبيق البعدي
لمقياس تقدير الاداء لصالح المجموعه التجريبيه
الكلمات المفتاحيه: البرنامج التدريبي - المناهج متعدده التخصصات- اصلاح مناهج
العلوم- التكامل- مهارات استخدام التقويم البديل- اداء التلاميذ.
* مدرس المناهج وطرق تدريس العلوم (الكيمياء) - كليه التربيه - جامعه اسيوط
رقم الايداع: 481 ؟ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه
AY",ARPD,finalpdfs/103.pdf,
211,,,,,Agricultural,,"المجله المصريه للتربيه العلميه المجلد الخامس والعشرون العدد الرابع اكتوبر AYO YY 
فاعليه استراتيجيه الصف المقلوب باستخدام تطبيق كلاس
دوجو (ClassDojo) بمقرر الفيزياء لتنميه مهارات
التعلم المنظم ذاتيا لدا طالبات المرحله الثانويه
اعداد
ا/ الاء بنت حامد احمد السهلا
طالبه ماجستير - كليه التربيه جامعه ام القرا
alaaalsehlil441 2 
ا.د. هاله بنت سعيد احمد العمودي
استاذ المناهج وطرق تدريس العلوم
كليه التربيه جامعه ام القرا
hsbaqadiramodi@uqu.edu.sa 
رقم الايداع: 54837 _ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه
YY","المجله المصريه للتربيه العلميه المجلد الخامس والعشرون العدد الرابع اكتوبر AYO YY 
فاعليه استراتيجيه الصف المقلوب باستخدا م تطبيق كلاس دوجو
(ClassDojo) بمقرر الفيزياء لتنميه مهارات التعلم المنظم ذاتيا لدا
طالبات المرحله الثانويه
ا/ الاء بنت حامد احمد السهلي *
ا.د/ هاله بنت سعيد احمد العمودي **
المستخلص:
هدفت الدراسه الا الكشف عن فاعليه استراتيجيه الصف المقلوب باستخدام
تطبيق كلاس دوجو (ClassDojo) بمقرر الفيزياء لتنميه مهارات التعلم المنظم
ذاتيا لدا طالبات المرحله الثانويه وقد اتبعت الدراسه المنهج التجريبي ذا التصميم
شبه cu pall وتكونت عينه الدراسه من (52) Aull من طالبات السنه الاولا
المشتركه بالمرحله الثانويه بمدينه مكه المكرمه وتالفت الاداه من مقياس لمهارات
baal المنظم ذاتيك واشارت النتائج الا وجود فروق ذات دلاله احصائيه عند
مستوا (5 ٠50 0) بين متوسطي ادرجات المجموعتين في مهارات el الفنفم
تنميه مهارات العام المنظم Asha وخرجت الدراسه بعده توصيات اهمها ضروره
استخدام استراتيجيه الصف المقلوب لتنميه مهارات التعلم المنظم ذاتيا لدا
الطالبات؛ لتساعدهن علا حل ما يواجهن من متغيرات في حياتهن اليوميه.
الكلمات المفتاحيه: استراتيجيه الصف المقلوب - كلاس دوجو - الفيزياء - التعلم
المنظم ذاتيا - المرحله الثانويه.
* طالبه الماجستير في المناهج وطرق التدريس العلوم - كليه التربيه - جامعه ام القرا.
* استاذ المناهج وطرق التدريس العلوم - AUS التربيه - جامعه ام القرا
رقم الايداع: 481 ؟ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه
١78",ARPD,finalpdfs/104.pdf,
212,,,,,Agricultural,,"المجله المصريه للتربيه العلميه المجلد الخامس والعشرون العدد الثانا ابريل 77١٠م 
نموذج تدريسي قائم علا التفاعل بين استراتيجيتي
خطط لتتوسع والخرائط الذهنيه لتنميه التحصيل
المعرفي ومهارات التفكير البصري والدافعيه لتعلم العلوم
لدا التلاميذ الموهوبين ذوي صعوبات التعلم بالصف
اعداد
د/ سعيد محمد صديق حسن
استاذ المناهج وطرق تدريس العلوم المساعد
قسم المناهج وطرق التدريس
كليه التربيه جامعه اسوان
البريد الالكترونا: saiedms73 yahoo.com 
رقم الايداع: 54837 _ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه","المجله المصريه للتربيه العلميه المجلد الخامس والعشرون العدد الثانا ابريل 77١٠م 
نموذج تدريسي قائم علا التفاعل بين استراتيجيتي خطط لتتوسع 
والخرائط الذهنيه لتنميه التحصيل المعرفي ومهارات التفكير البصري
والدافعيه لتعلم العلوم لدا التلاميذ الموهوبين ذوي صعوبات التعلم بالصف
الثاني الاعدادي
د/ سعيد محمد صديق حسن*
المستخلص:
هدف البحث الحالا الا قياس فاعليه نموذج تدريسي قائم علا التفاعل بين استراتيجيتي
خطط لتتوسع والخرائط الذهنيه في تدريس العلوم لتنميه التحصيل المعرفا ومهارات
التفكير البصرا والدافعيه لتعلم العلوم لدا التلاميذ الموهوبين ذوي صعوبات التعلم بالصف
الثاني الاعدادي وقد تكونت مجموعه البحث من )١١( تلميذا من تلاميذ الصف الثانا
الاعدادا تم انتقاؤهم Lady للتعريف الاجرائا للموهوبين ذوا صعوبات التعلم واستخدم
الباحث المنهجين: الوصفي في اعداد الاطار النظرا للبحث والوحده التجريبيه بما
تشتمل عليه من: GUS التلميذء كراسه النشاطء ودليل المعلم وادوات البحث (اختبار
التحصيل المعرفاء اختبار مهارات التفكير البصراء مقياس الدافعيه لتعلم العلوم) وفا
تحليل النتائج وتفسيرهاء والمنهج التجريبا فا الجزء الميدانا المتمثل فا التصميم
التجريبا ذا المجموعه الواحده وقد اظهرت النتائج فاعليه تدريس العلوم باستخدام
النموذج التدريسا فا كل من: التحصيل المعرفا ومهارات التفكير البصراء والدافعيه لتعلم
ca sell واوصا الباحث بضروره تبنا مخططا مناهج العلوم للتلاميذ الموهوبين ذوا
صعوبات التعلم بوزاره التربيه والتعليم للنموذج التدريسا عند تخطيطهم لها.
الكلمات المفتاحيه: مهارات التفكير البصرا - الدافعيه لتعلم العلوم - التلاميذ الموهوبون
ذوو صعوبات التعلم - الصف الثاني الاعدادي
* استاذ المناهج وطرق Gay pai العلوم المساعد - كليه التربيه جامعه اسوان
رقم الايداع: 481 ؟ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه",ARPD,finalpdfs/105.pdf,
213,,,,,Agricultural,,"المجله المصربه للتربيه العلميه المجلد الخامس والعشرون العدد الثانا ابريل ١7١٠م 
فاعليه برنامج تدريبي قائم علا التطبيقات الالكترونيه في
تدريس الكيمياء وبحث الدرس لتنميه اطار بنيات المعرفه
التكنولوجيه والبيداغوجيه والعلميه TPASK واتخاذ
قرار دمج التكنولوجيا في التدريس لدا معلمات المرحله
الثانويه
اعداد
د. سحر محمد يوسف عز الدين
استاذ مساعد المناهج وطرق تدريس العلوم
وجامعه الامير سطام بن عبد العزيز
sahar.ezzeldin @ fedu.bu.edu.eg 
s.ezzeldin @ psau.edu.sa 
رقم الايداع: 54837 _ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه","المجله المصربه للتربيه العلميه المجلد الخامس والعشرون العدد الثانا ابريل ١7١٠م 
فاعليه برنامج تدريبي قائم علا التطبيقات الالكترونيه في تدريس الكيمياء
وبحث الدرس لتنميه اطار بنيات المعرفه التكنولوجيه والبيداغوجيه
والعلميه TPASK واتخاذ قرار دمج التكنولوجيا في التدريس لدا معلمات
المرحله الثانويه
د. سحر محمد يوسف عز الدين *
المستخلص:
هدفت الدراسه الحاليه الا قياس اثر برنامج تدريبي قائم علا التطبيقات
الالكترونيه في تدريس الكيمياء وبحث الدرس لتنميه اطار بنيات المعرفه
التكنولوجيه والبيداغوجيه والعلميه TPASK واتخاذ قرار دمج التكنولوجيا في
التدريس لدا معلمات المرحله الثانويه واستخدمت الدراسه التصميم التجريبي ذي
المجموعه الواحده قياس قبلي وبعدي واشتملت مجموعه الدراسه علا )١١( 
معلمه من معلمات الكيمياء بالمرحله الثانويه بمحافظه وادي الدواسر بمنطقه
الرياض بالسعوديه؛ وتم تطبيق مقياس المعرفه التكنولوجيه والبيداغوجيه والعلميه
TPASK في الكيمياء العامه علا المستوا الادراكي Perception Level 
(Pnn) ومقياس المعرفه التكنولوجيه والبيداغوجيه والمحتوا TPACK (اعداد
شيمد واخرون 2021 (Schmid et al., (ترجمه الباحثه) واداه تقييم Rubric 
لقياس تكامل دمج TPASK في خطط الدرس لقياس TPASK علا المستوا
المفاهيمي Conceptual Level (Co) ومقياس اتخاذ قرار دمج التكنولوجيا في
تدريس الكيمياء وتوصلت الدراسه لوجود فروق ذات دلاله احصائيه عند مستوا
) 5-0 1( بين متوسطي درجات معلمات الكيمياء ذ في التطبيقين القبلي والبعدي
في مقياس بنيات المعرفه التكنولوجيه والبيداغوجيه والعلميه TPASK وفي اداه
تقييم بنيات المعرفه التكنولوجيه والبيداغوجيه والعلميه TPASK في خطط
(Ung pall وفي مقياس اتخاذ قرار دمج التكنولوجيا في تدريس الكيمياء لصالح
التطبيق البعدي وتمت مناقشه النتائج وتقديم التوصيات والمقترحات.
الكلمات المفتاحيه: التطبيقات الالكترونيه - Gas الدرس - Ub) بنيات المعرفه
التكنولوجيه والبيداغوجيه والعلميه TPASK - تدريس الكيمياء - اتخاذ قرار دمج
التكنولوجيا في التدريس - معلمات المرحله الثانويه
* استاذ مساعد المناهج وطرق تدريس العلوم كليه التربيه جامعه جامعه بنها وجامعه الامير سطام بن
عبد العزيز
رقم الايداع: 481 ؟ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه
og",ARPD,finalpdfs/106.pdf,
214,,,,,Agricultural,,"المجله المصربه للتربيه العلميه المجلد الخامس والعشرون العدد الثانا ابريل ١7١٠م 
مهارات التدريس من اجل الابداع والاتجاه نحو مهنه
التدريس لدي طلاب شعب العلوم بكليه التربيه
اعداد
د/ هبه فؤاد سيد فؤاد
استاذ المناهج وطرق تدريس العلوم المساعد
hebafoaad @ edu.asu.edu.eg 
د/ امانا محمد عبد الحميد ابوزيد
استاذ المناهج وطرق تدريس العلوم المساعد
Amany_abuzied @ edu.asu.edu.eg 
رقم الايداع: 481 ؟ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه
١ ه..","المجله المصربه للتربيه العلميه المجلد الخامس والعشرون العدد الثانا ابريل ١7١٠م 
برنامج اثرائي في ضوء التعلم القائم علا السيناريو لتنميه مهارات
التدريس من اجل الابداع والاتجاه نحو مهنه التدريس لدي طلاب شعب
العلوم بكليه التربيه
د. هبه فؤاد سيد فؤاد *
المستخلص:
هدف البحث الا بناء برنامج اثرائي في ضوء التعلم القائم علا السيناريو لتنميه
مهارات التدريس من اجل الابداع والاتجاه نحو مهنه التدريس لدي طلاب شعب العلوم
بكليه التربيه. ولتحقيق هذا الهدف اتبعت الباحثتان الاجراءات التاليه: اعداد قائمه بمهارات
التدريس من اجل الابداع المناسبه لدي طلاب شعب العلوم بكليه التربيه ثم اعداد البرنامج
في ضوء التعلم القائم علا السيناريو لتنميه مهارات التدريس من اجل الابداع والاتجاه
نحو مهنه التدريسء اعداد ادوات التقويم المتمثله في: مقياس مهارات التدريس من اجل
الابداع ومقياس الاتجاه نحو مهنه التدريسء ثم التجريب الميداني وصولا الا رصد
البيانات ومعالجتها احصائيا للتوصل الا النتائج وتفسيرها ومناقشتها. وتوصل البحث الا
اجل الابداع والاتجاه نحو مهنه التدريس لدي طلاب شعبتي الكيمياء والبيولوجي بكليه
الكلمات المفتاحيه: التعلم القائم علا السيناريو - مهارات التدريس من اجل الابداع -
الاتجاه نحو مهنه التدريس.
* استاذ مساعد المناهج وطرق تدريس العلوم كليه ill جامعه عين شمس.
Stal مساعد المناهج وطرق تدريس العلوم كليه التربيه جامعه عين شمس.
رقم الايداع: 4371 ؟ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه
yet",ARPD,finalpdfs/107.pdf,
215,,,,,Agricultural,,"المجله المصريه للتربيه العلميه المجلد الخامس والعشرون العدد الثانا ابريل 77١٠م 
فاعليه استراتيجيه سكامبر (SCAMPER) في تدريس
العلوم علا الاستيعاب المفاهيمي لدا طالبات المرحله
المتنوسطه
اعداد
ا. حنين انور عبد الغفور صديق ;
معلمه باداره مكه المكرمه المملكه العربيه السعوديه
Haneensedee9 @ gmail.com 
د. هدا محمد حسين بابطين
كليه التربيه جامعه al القراء المملكه العربيه السعوديه
drhudal433 @ hotmail.com 
رقم الايداع: 481 ؟ 4 - 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه","المجله المصريه للتربيه العلميه المجلد الخامس والعشرون العدد الثانا ابريل 77١٠م 
فاعليه استراتيجيه سكامبر (SCAMPER) في تدريس العلوم علا
الاستيعاب المفاهيمي لدا طالبات المرحله المتوسطه
المستخلص:
هدف البحث الحالي الا التعرف علا فاعليه استراتيجيه دراسه الدرس الالكترونيه
استهدف هذا البحث تنميه الاستيعاب المفاهيمي لدا طالبات المرحله
المتوسطه من خلال استخدام استراتيجيه سكامبر في تدريس العلوم؛ ولتحقيق ذلك
تم استخدام المنهج aud التجريبي؛ Pus حيث تمثلت اداتا البحث في اختبار الاستيعاب
)14( طالبه من الصف al المتوسط ء تم اختيارهم وتوزيعهم Lidl pic الا
مجموعتين احداهما ضابطه (7 ). والاخرا تجريبيه (TY) وقد اظهرت النتائج
تفوق طالبات المجموعه التجريبيه (تدرس باستخدام استراتيجيه سكامبر) علا
طالبات المجموعه الضابطه (تدرس بالطريقه المعتاده) في اختبار الاستيعاب
المفاهيمي؛ حيث اتضح وجود فروق ذات دلاله احصائيه عند مستوا )48 ( بين
متوسطات درجات المجموعه التجريبيه eps الضابطه في التطبيق البعدي
بضروره استخدام استراتيجيه سكامبر (SCAMPER) في تدريس بعض
موضوعات العلوم بالمرحله المتوسطه؛ لما له من اثر ايجابي في الاستيعاب
المفاهيمي؛ لدا طلاب المرحله المتوسطه؛ وكذلك ضروره اهتمام القائمين علا
مناهج العلوم وواضعيها علا ادراج مستويات الاستيعاب المفاهيمي في مناهج
العلوم بالمراحل الدراسيه المختلفه.
الكلمات المفتاحيه: استراتيجيه سكامبر - الاستيعاب المفاهيمي.
* معلمه باداره مكه المكرمه المملكه العربيه السعوديه.
* استاذ مشارك المناهج وطرق تدريس العلوم كليه التربيه جامعه al القرا المملكه العربيه السعوديه.
رقم الايداع: 4371 ؟ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه
/اه ١",ARPD,finalpdfs/108.pdf,
216,,,,,Agricultural,,"المجله المصربه للتربيه العلميه المجلد الخامس والعشرون العدد الثالث يوليو 77١7م 
استراتيجيه مقترحه As) 5) قائمه علا مدخل التعلم
المتكامل بين اللغه والمحتوا (CLIL) لتنميه مهارات
التفكير التحليلي والتحصيل الفوري والمرجا في الكيمياء
النوويه والدافع للانجاز بالمدارس الثانويه الرسميه للغات
اعداد
٠ د/ سحر محمد يوسف Je الدين
استاذ المناهج وطرق تدريس العلوم المساعد
قسم المناهج وطرق التدريس
البريد الالكترونا: sahar.ezzeldin @ fedu.bu.edu.eg 
رقم الايداع: E. ISSN: 2735-4245 ISSN: 2536 914 YEN 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه","المجله المصربه للتربيه العلميه المجلد الخامس والعشرون العدد الثالث يوليو 77١7م 
استراتيجيه مقترحه (5As) قائمه علا مدخل التعلم المتكامل بين اللغه
والمحتوا (CLIL) لتنميه مهارات التفكير التحليلي والتحصيل الفوري
والمرجا في الكيمياء النوويه والدافع للانجاز بالمدارس الثانويه الرسميه
للغات
د/, سحر محمد يوسف عز الدين *
المستخلص:
هدفت الدراسه الحاليه الا تقديم استراتيجيه As) 5) والتي تتضمن خمس مراحل
وهي: (نشط Activate - حلل ed -Analyze المساعده Assist - 385 او كيف
(Assess af -Accommodate والقائمه علا مدخل التعلم المتكامل بين اللغه
والمحتوا Content and Language Integrated Learning (CLIL) 
لتنميه مهارات التفكير التحليلي والتحصيل الفوري والمرجا في الكيمياء Aas gill والدافع
للانجاز في الكيمياء وتكونت عينه الدراسه من (TV) من طلاب المرحله الثانويه
بالمدارس الثانويه الرسميه للغات بمصرء وتم تقسيمها الا مجموعتين احداهما تجريبيه
وعددها )+1( ومجموعه ضابطه وعددها (PY) وقد توصلت النتائج الا وجود فروق
ذات دلاله احصائيه بين متوسطي درجات المجموعتين التجريبيه والضابطه في
اختبار التفكير التحليلي Gay الاختبار التحصيلي الفوري والمؤجل وكذلك في
مقياس الدافع للانجاز في الكيمياء وذلك لصالح المجموعه التجريبيه عند مستوا
دلاله +o q) +( وقد تم تفسير النتائج وتقديم التوصيات والمقترحات Ley يرتبط
بنتائج الدراسه.
الكلمات المفتاحيه: استراتيجيه Aa ye - مدخل التعلم المتكامل بين اللغه والمحتوا
(CLIL) - التفكير التحليلي - التحصيل الفوري La pally - الكيمياء النوويه - الدافع
* استاذ المناهج وطرق تدريس العلوم المساعد - كليه التربيه جامعه بنها
رقم الايداع: 481 ؟ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه",ARPD,finalpdfs/109.pdf,
217,,,,,Agricultural,,"فاعليه توظيف بعض التطبيقات التعليميه الذكييه
في تقديم وحده مقترحه عن od السيبراني علا
التحصيل Poth) والاتجاهات وه Sad طالبات
المرحله المتوسطه بالمدينه المنوره
اعداد
ا اميره بنت عبد الرحمن حسن غوص
ماجستير تقنيات التعليم - وزاره التعليم
د باسم بن نايف محمد الشريف
استاذ تقنيات التعليم المشارك","فاعليه تتوظيف بعض التطبيقات التعليميه AS) في تقديم وحده مقترحه / اميره بنت عبد Cyan si) حسن +
عن AY السيبراني علا التحصيل المعرفي والاتجاهات نحوه لدا wh عيد الرحمن om وص
طالبات المرحله المتوسطه بالمذينه المنوره د/ باسم بن نايف محمد الشريف
فاعليه توظيف بعض التطبيقات التعليميه ASL في تقديم وحده مقترحه CAN (yo 
السيبراني علا التحصيل المعرني والاتجاهات نحوه لدا طالبات المرحله المتوسطه
اميره عبد الرحمن حسن غوص1. باسم نايف دل الشريف
السعوديه.
1البريد الالكتروني للباحث الرئيس: TU4160415@taibahu.edu.sa 
2 221 1855111111
ملخص:
هدفت هذه اليراسه الا التعرف علا قياس فاعليه توظيف التطبيقات الذكيه القائمه علا
الرسوم المتحركه, في تقديم وحده مقترحه عن الامن السيبراني علا التحصيل المعرفي والاتجاه
نحوه. وتحقيما لذلك اتبعت الدراسه المنبج شبه التجريبي. وتمثلت اداتا الدراسه في: اختبار
تحصيليء ومقياس اتجاه. وتوصلت Atal AN الا النتائج التاليه: وجود فرق ذي Us احصائيه عند
مستوا (050.01) بين متوسطي درجات طالبات المجموعتين التجريبيه والضابطه في التطبيق
البعدي لمستويات pill Sail والتطبيق. وكذلك الدرجه ASI للاختبار التحصيلي. لصالح
المجموعه التجريبيه. واوصت الدراسه بضروره تضمين وحده عن الامن السيبراني في منيج
الحاسب الالي للمرحله Abeta gill والاستفاده من التطبيقات الذكيه في توضيح مفاهيم الامن
السيبراني. واستخدام نظريات التعلم الموقفي في تصميم محتوا وانشطه منهج الحاسب الالي في
المرحله المتوسطه.
الكلمات المفتاحيه: التطبيقات ASL الامن السيبراني. الرسوم المتحركه, الاتجاه.",ARPD,finalpdfs/10.pdf,
218,,,,,Agricultural,,"المجله المصربه للتربيه العلميه المجلد الخامس والعشرون العدد الثالث يوليو 77١7م 
بعض مبادئ التنميه المستدامه ومعايير NGSS بوحده
بمقرر العلوم لتنميه مهارات التفكير المنتج والمواطنه
البيئيه وخفض التجول العقلي لدا تلاميذ الصف السادس
من المرحله الابتدائيه
اعداد
د/ ايمان صابر عبد القادر العزب
استاذ المناهج وطرق تدريس العلوم المساعد
قسم المناهج وطرق التدريس
كليه التربيه -جامعه بنها
البريد الالكترونا: dremansaber gmail.com 
رقم الايداع: 481 ؟ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه
og","المجله المصربه للتربيه العلميه المجلد الخامس والعشرون العدد الثالث يوليو 77١7م 
فاعليه بيئه للتعلم التشاركي المدمج من خلال i تضمين بعض مبادئ التنميه
المستدامه ومعايير NGSS بوحده بمقرر العلوم لتنميه مهارات التفكير
المنتج والمواطنه البيئيه 9 خفض التجول العقلي لدا تلاميذ الصف السادس
من المرحله الابتدائيه
د/ ايمان صابر عبد القادر العزب *
المستخلص:
هدف البحث الحالي الا تعرف فاعليه بيئه التعلم التشاركي المدمج في تنميه مهارات
التفكير المنتج والمواطنه البيئيه ء وخفض التجول العقلي cad تلميذات الصف السادس
الابتدائي بمدارس محافظه بيشه بالمرحله الابتدائيه بالمملكه العربيه السعوديه حيث تم
اعداد اهداف وانشطه التعلم التشاركي المدمج القائم علا الدمج بين بعض مبادئ التنميه
المستدامه, وبعص معايير العلوم للجيل القادم واعتمد البحث المنهج التجريبي ذو
التصميم القائم علا المجموعتين التجريبيه (تدرس بالمعالجه Aaya والضابطه (
تدرس بالطريقه المعتاده) Gus بلغ عدد كل منهما (TY) تلميذه واشتملت ادوات البحث
علا اختبار مهارات التفكير المنتج في الابعاد (الطلاقه- المرونه التوقع- التفسير) 
ومقياس المواطنه Atal) المسئوله في الابعاد (الوعي بالمشكلات البيئيه الاتجاه نحو
العداله البيئيه- المسئوليه الشخصيه المهارات المستقبليه للتعلم مدا الحياه) ومقياس
التجول العقلي في البعدين ( التجول العقلي المرتبط بموضوع التعلم وغير المرتبط
بموضوع التعلم)؛ وكانت اهم نتائج البحث فاعليه التعلم التشاركي المدمج في تنميه
الكلمات المفتاحيه: التعلم التشاركي المدمج - التنميه المستدامه- معايير العلوم للجيل
القادم- مهارات التفكير المنتج- المواطنه البيئيه - التجول العقلي.
* استاذ المناهج وطرق تدريس العلوم المساعد - كليه التربيه جامعه بنها
رقم الايداع: 41 ؟ 914 2536 ISSN: 2735-4245 ISSN: .17
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه",ARPD,finalpdfs/110.pdf,
219,,,,,Agricultural,,"المجله المصربه للتربيه العلميه المجلد الخامس والعشرون العدد الثالث يوليو 77١7م 
Jag (ts ge Bild الكيمياء (ya jal مقترح ar
تثميه ge 55815 Galil) والذكاء cle pleat) ومعالجه 
المنتج لدا طلاب الصف sii
بالمملكه العربيه السعوديه zo gititl الاول 
اعداد
د/ ايمن طاهر محمد خواجي
دكتوراه مناهج وطرق تدريس العلوم
مدير شؤون التعليم باداره تعليم صبيا
khawaji2002 @ hotmail.com 
استاذ المناهج وطرق تدريس العلوم
كليه التربيه - جامعه الملك خالد
mr.ghazwani@ gmail.com 
رقم الايداع: 41 ؟ 914 2536 E. ISSN: 2735-4245 ISSN: 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه
١٠١.١١","المجله المصريه للتربيه العلميه المجلد الخامس والعشرون العدد الثالث يوليو 57١7م 
انموذج مقترح لتدريس الكيمياء قائم علا نظريتي تجهيز ومعالجه
المعلومات والذكاء الناجخ واثره علا تنميه التفكير المنتج لدا طلاب
الصف الاول الثانوا بالمملكه العربيه السعوديه
١ د/ ايمن طاهر محمد خواجي *
ا.د/ عبد الله علي ال كاسي **
المستخلص:
هدف البحث الا تعرف فعاليه انموذج مقترح لتدريس الكيمياء قائم علا نظريتي
تجهيز ومعالجه المعلومات والذكاء الناجح في تنميه ه التفكير المنتج لدا طلاب الصف
الاول الثانوي وقد تم استخدام المنهج التجريبي ذو التصميم شبه التجريبي القائم علا
القياسين chill والبعدي لمجموعتين: احداهما تجريبيه والاخرا Alico وقد تكونت
عينه البحث من (15) طالبا من طلاب Cabell الاول ccs sitll باداره تعليم صبيا بالمملكه
Aga rll Ay pl من مدرستي عمر بن عبد العزيز والعيدابي AB الثانويتين AS 
بلغت )171( طالباء والاخرا ضابطه بلغت (57) طالباء وتمثلت اداه البحث في اختبار
التفكير المنتج؛ وقد اسفرت النتائج عن وجود فعاليه للانموذج المقترح القائم علا نظريتي
تجهيز ومعالجه المعلومات؛ والذكاء الناجح في تنميه مهارات التفكير المنتج لدا طلاب
Catal الاول الثانوي وفي ضوء ذلك يوصا بضروره ade دورات تدريبيه لمعامي
العلوم في اثناء الخدمه؛ لتدريبهم علا تطبيق نظريتي تجهيز ومعالجه المعلومات slSall 
الكلمات المفتاحيه: الانموذج المقترح - نظريه تجهيز ومعالجه المعلومات - نظريه الذكاء
* دكتوراه المناهج وطرق تدريس العلوم - مدير شؤون التعليم باداره تعليم صبيا
** استاذ المناهج وطرق تدريس العلومء كليه التربيه بجامعه الملك خالد.
رقم الايداع: E. ISSN: 2735-4245 ISSN: 2536 914 YEP VY 
المجله معرفه علي دوريات بنك المعرفه المصراء و Edu Search دار المنظومه",ARPD,finalpdfs/111.pdf,
